Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_Chemo_RandomForest/version_3,0.749643862247467,0.2923789322376251,0.7088607549667358,0.7037037014961243,0.7115384340286255,0.4303797483444214,0.8888888955116272,0.19230769574642181
b_m_Chemo_RandomForest/version_4,0.6381720900535583,0.36021503806114197,0.6304348111152649,0.6666666865348816,0.6129032373428345,0.44565218687057495,0.7666666507720947,0.29032257199287415
b_m_Chemo_SVM/version_0,0.6697916388511658,0.3499999940395355,0.6428571343421936,0.6666666865348816,0.6333333253860474,0.4047619104385376,0.9166666865348816,0.20000000298023224
b_m_Chemo_SVM/version_1,0.7696078419685364,0.2928921580314636,0.7066666483879089,0.7083333134651184,0.7058823704719543,0.2933333218097687,0.9166666865348816,0.0
b_m_Chemo_SVM/version_2,0.9074380397796631,0.12424242496490479,0.875,0.8787878751754761,0.8727272748947144,0.8409090638160706,0.8787878751754761,0.8181818127632141
b_m_Chemo_SVM/version_3,0.696581244468689,0.3361823260784149,0.7215189933776855,0.48148149251937866,0.8461538553237915,0.3670886158943176,0.9629629850387573,0.057692307978868484
b_m_Chemo_SVM/version_4,0.7284946441650391,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.45652174949645996,0.8333333134651184,0.27419355511665344
b_m_Chemo_NN/version_0,0.6809027791023254,0.3499999940395355,0.6428571343421936,0.6666666865348816,0.6333333253860474,0.3571428656578064,0.875,0.15000000596046448
b_m_Chemo_NN/version_1,0.7687908411026001,0.2928921580314636,0.7066666483879089,0.7083333134651184,0.7058823704719543,0.2933333218097687,0.9166666865348816,0.0
b_m_Chemo_NN/version_2,0.9162534475326538,0.12424242496490479,0.875,0.8787878751754761,0.8727272748947144,0.7272727489471436,0.9090909361839294,0.6181818246841431
b_m_Chemo_NN/version_3,0.7649572491645813,0.33012819290161133,0.6708860993385315,0.6666666865348816,0.6730769276618958,0.5822784900665283,0.8888888955116272,0.42307692766189575
b_m_Chemo_NN/version_4,0.7478494644165039,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.489130437374115,0.8666666746139526,0.30645161867141724
